,Code_(CPT/DRG),Description,Rev_Code,Inpatient/Outpatient,Gross_Charges,Discounted_Cash_Price,Aetna,Cigna,Empire_Blue_Cross_Blue_Shield,Emblem_Health,United_Health_Group,Aetna_Medicare,AgeWell_Medicare,Emblem_Medicare,Empire_Medicare,Fidelis_Medicare,Healthfirst_Medicare,UHC_Community_Plan/United_Medicare,VNS_Medicare,WellCare_Medicare,1199,Affinity_Molina_Essential,Affinity_Molina_Medicaid/CHP,Amida_Care_Medicaid,Emblem_Medicaid/CHP,Empire_Healthplus_Essential,Empire_Healthplus_Exchange,Empire_Healthplus_Medicaid/CHP,Fidelis_Essential/Exchange,Fidelis_Medicaid/CHP,Healthfirst_Essential/Exchange,Healthfirst_Medicaid/CHP,MVP_Medicaid/CHP,MVP_Essential,United_Community_Plan_Essential,United_Community_Plan_Medicaid,VNS_Medicaid,Consumer_Health_Network,Devon,Equian,First_Health,Magnacare,Multiplan/Beechstreet/PHCS,QHM,Worldwide,Minimum_Negotiated_Charge,Maximum_Negotiated_Charge
6052,791,PREMATURITY WITH MAJOR PROBLEMS,Multiple,Inpatient,272977.3369120435,272977.3369120435,120340,136801.55835,125076.5024249999,188751.14694,168748.2477,38495.744419615,48119.6805245188,38495.744419615,38495.744419615,39650.6167522035,39650.6167522035,38880.7018638112,39650.6167522035,39843.0954743015,65912.8509,56565.4655749274,24547.2775136478,24547.2775136478,24547.2775136478,48027.2820919195,53363.6467687995,21345.4587075198,53363.6467687995,24547.2775136478,12807.2752245119,22412.7316428958,24547.2775136478,25614.5504490237,29883.6421905277,21345.4587075198,24547.2775136478,124040.9018928326,124040.9018928326,124040.9018928326,124040.9018928326,124040.9018928326,124040.9018928326,124040.9018928326,124040.9018928326,12807.2752245119,188751.14694
6053,792,PREMATURITY WITHOUT MAJOR PROBLEMS,Multiple,Inpatient,67735.1451998148,67735.1451998148,61792,70083,27231.10964,113890.55368,101821.0044,23402.8005002186,29253.5006252732,23402.8005002186,23402.8005002186,24104.8845152251,24104.8845152251,23636.8285052208,24104.8845152251,24221.8985177262,39771.1548,18520.1093348385,8037.0285792695,8037.0285792695,8037.0285792695,15724.6211333535,17471.8012592816,6988.7205037126,17471.8012592816,8037.0285792695,4193.2323022276,7338.1565288983,8037.0285792695,8386.4646044552,9784.2087051977,6988.7205037126,8037.0285792695,30778.8499787958,30778.8499787958,30778.8499787958,30778.8499787958,30778.8499787958,30778.8499787958,30778.8499787958,30778.8499787958,4193.2323022276,113890.55368
6054,793,FULL TERM NEONATE WITH MAJOR PROBLEMS,Multiple,Inpatient,129412.311132683,129412.311132683,104955,119312.5797,80691.2114909091,193887.5136,173340.288,39531.307865921,49414.1348324013,39531.307865921,39531.307865921,40717.2471018987,40717.2471018987,39926.6209445802,40717.2471018987,40914.9036412283,67706.496,37009.0904776544,16060.54869785,16060.54869785,16060.54869785,31422.8126697065,34914.2362996739,13965.6945198696,34914.2362996739,16060.54869785,8379.4167119217,14663.9792458631,16060.54869785,16758.8334238435,19551.9723278174,13965.6945198696,16060.54869785,58804.9541786912,58804.9541786912,58804.9541786912,58804.9541786912,58804.9541786912,58804.9541786912,58804.9541786912,58804.9541786912,8379.4167119217,193887.5136
6055,794,NEONATE WITH OTHER SIGNIFICANT PROBLEMS,Multiple,Inpatient,22610.5737106769,22610.5737106769,37148,42233.257575,16011.8396806339,68627.18314,61354.4187,14277.0711489911,17846.3389362389,14277.0711489911,14277.0711489911,14705.3832834609,14705.3832834609,14419.841860481,14705.3832834609,14776.7686392058,23964.9579,13363.9475231829,5799.4489251548,5799.4489251548,5799.4489251548,11346.7478970421,12607.4976633801,5042.999065352,12607.4976633801,5799.4489251548,3025.7994392112,5295.1490186196,5799.4489251548,6051.5988784224,7060.1986914929,5042.999065352,5799.4489251548,10274.2446941316,10274.2446941316,10274.2446941316,10274.2446941316,10274.2446941316,10274.2446941316,10274.2446941316,10274.2446941316,3025.7994392112,68627.18314
6056,795,NORMAL NEWBORN,Multiple,Inpatient,16861.7887663506,16861.7887663506,12511.1587982833,7981.710792,9189.5366374102,9290.44336,8305.8888,2313.9534810754,2892.4418513442,2313.9534810754,2313.9534810754,2383.3720855076,2383.3720855076,2337.0930158861,2383.3720855076,2394.941852913,3244.2696,10930.6142863191,4743.4741242517,4743.4741242517,4743.4741242517,9280.7102431011,10311.9002701123,4124.7601080449,10311.9002701123,4743.4741242517,2474.856064827,4330.9981134472,4743.4741242517,4949.7121296539,5774.6641512629,4124.7601080449,4743.4741242517,7661.9968154297,7661.9968154297,7661.9968154297,7661.9968154297,7661.9968154297,7661.9968154297,7661.9968154297,7661.9968154297,2313.9534810754,12511.1587982833
6057,796,VAGINAL DELIVERY WITH STERILIZATION AND/OR D&C WITH MCC,Multiple,Inpatient,103937.0887846154,103937.0887846154,45398.288,51778.58829,43109.5924,60268.5382,53881.581,12591.8512779248,15739.814097406,12591.8512779248,12591.8512779248,12969.6068162625,12969.6068162625,12717.769790704,12969.6068162625,13032.5660726522,21046.077,27652.6085863202,12000.1886317993,12000.1886317993,12000.1886317993,23478.6299317813,26087.3665908681,10434.9466363472,26087.3665908681,12000.1886317993,6260.9679818083,10956.6939681646,12000.1886317993,12521.9359636167,14608.9252908861,10434.9466363472,12000.1886317993,47229.0131437292,47229.0131437292,47229.0131437292,47229.0131437292,47229.0131437292,47229.0131437292,47229.0131437292,47229.0131437292,6260.9679818083,60268.5382
6058,797,VAGINAL DELIVERY WITH STERILIZATION AND/OR D&C WITH CC,Multiple,Inpatient,63235.147295,63235.147295,32083.0704,36592.042707,42377.2449333333,42591.90906,38078.2323,9027.995306768,11284.99413346,9027.995306768,9027.995306768,9298.8351659711,9298.8351659711,9118.2752598357,9298.8351659711,9343.9751425049,14873.3091,23885.1063038794,10365.2348111175,10365.2348111175,10365.2348111175,20279.8072391429,22533.1191546032,9013.2476618413,22533.1191546032,10365.2348111175,5407.9485971048,9463.9100449334,10365.2348111175,10815.8971942096,12618.5467265778,9013.2476618413,10365.2348111175,28734.050930848,28734.050930848,28734.050930848,28734.050930848,28734.050930848,28734.050930848,28734.050930848,28734.050930848,5407.9485971048,42591.90906
6059,798,VAGINAL DELIVERY WITH STERILIZATION AND/OR D&C WITHOUT CC/MCC,Multiple,Inpatient,60497.841516,60497.841516,32083.0704,36592.042707,45791.4377816,42591.90906,38078.2323,9027.995306768,11284.99413346,9027.995306768,9027.995306768,9298.8351659711,9298.8351659711,9118.2752598357,9298.8351659711,9343.9751425049,14873.3091,20896.6015,9068.3365,9068.3365,9068.3365,17742.3975,19713.775,7885.51,19713.775,9068.3365,4731.306,8279.7855,9068.3365,9462.612,11039.714,7885.51,9068.3365,27490.2191848704,27490.2191848704,27490.2191848704,27490.2191848704,27490.2191848704,27490.2191848704,27490.2191848704,27490.2191848704,4731.306,45791.4377816
6060,799,SPLENECTOMY WITH MCC,Multiple,Inpatient,236824.718375,236824.718375,180061.4352,205367.368041,198529.7573,239040.72078,213708.3849,48634.8267410883,60793.5334263604,48634.8267410883,48634.8267410883,50093.8715433209,50093.8715433209,49121.1750084992,50093.8715433209,50337.0456770264,83474.2233,73404.2578449445,31854.6779327118,31854.6779327118,31854.6779327118,62324.3698683491,69249.2998537212,27699.7199414885,69249.2998537212,31854.6779327118,16619.8319648931,29084.7059385629,31854.6779327118,33239.6639297862,38779.6079180839,27699.7199414885,31854.6779327118,107613.1520296,107613.1520296,107613.1520296,107613.1520296,107613.1520296,107613.1520296,107613.1520296,107613.1520296,16619.8319648931,239040.72078
6061,800,SPLENECTOMY WITH CC,Multiple,Inpatient,172563.7043,172563.7043,91920.296,104838.824805,116301.5588,122028.8719,109096.8645,25043.5994191645,31304.4992739557,25043.5994191645,25043.5994191645,25794.9074017395,25794.9074017395,25294.0354133562,25794.9074017395,25920.1253988353,42613.0965,52377.054537891,22729.6651768206,22729.6651768206,22729.6651768206,44471.0840416056,49412.315601784,19764.9262407136,49412.315601784,22729.6651768206,11858.9557444282,20753.1725527493,22729.6651768206,23717.9114888563,27670.896736999,19764.9262407136,22729.6651768206,78412.94723392,78412.94723392,78412.94723392,78412.94723392,78412.94723392,78412.94723392,78412.94723392,78412.94723392,11858.9557444282,122028.8719
6062,801,SPLENECTOMY WITHOUT CC/MCC,Multiple,Inpatient,79082.62144,79082.62144,62098.496,70825.85268,89192.4215,82438.9144,73702.452,17061.7095850365,21327.1369812956,17061.7095850365,17061.7095850365,17573.5608725876,17573.5608725876,17232.3266808869,17573.5608725876,17658.8694205128,28788.084,37639.7702452256,16334.2399177394,16334.2399177394,16334.2399177394,31958.2954912293,35509.2172124769,14203.6868849908,35509.2172124769,16334.2399177394,8522.2121309945,14913.8712292403,16334.2399177394,17044.4242619889,19885.1616389871,14203.6868849908,16334.2399177394,35935.143182336,35935.143182336,35935.143182336,35935.143182336,35935.143182336,35935.143182336,35935.143182336,35935.143182336,8522.2121309945,89192.4215
6063,802,OTHER O.R. PROCEDURES OF THE BLOOD AND BLOOD FORMING ORGANS WITH MCC,Multiple,Inpatient,438040.1583444446,438040.1583444446,131803.712,150327.47796,95220.2006,174976.1368,156433.044,35718.5094755897,44648.1368444871,35718.5094755897,35718.5094755897,36790.0647598574,36790.0647598574,36075.6945703456,36790.0647598574,36968.6573072353,61102.548,87551.3340872319,37993.9751699308,37993.9751699308,37993.9751699308,74336.0383759516,82595.5981955017,33038.2392782007,82595.5981955017,37993.9751699308,19822.9435669204,34690.1512421107,37993.9751699308,39645.8871338408,46253.534989481,33038.2392782007,37993.9751699308,199045.4479517156,199045.4479517156,199045.4479517156,199045.4479517156,199045.4479517156,199045.4479517156,199045.4479517156,199045.4479517156,19822.9435669204,199045.4479517156
6064,803,OTHER O.R. PROCEDURES OF THE BLOOD AND BLOOD FORMING ORGANS WITH CC,Multiple,Inpatient,106510.7413111111,106510.7413111111,70994.9008,80972.563089,37744.2688,94249.34462,84261.2721,19442.8577059886,24303.5721324857,19442.8577059886,19442.8577059886,20026.1434371682,20026.1434371682,19637.2862830484,20026.1434371682,20123.3577256981,32912.3457,34608.824576154,15018.9238726706,15018.9238726706,15018.9238726706,29384.8510552251,32649.8345058057,13059.9338023223,32649.8345058057,15018.9238726706,7835.9602813934,13712.9304924384,15018.9238726706,15671.9205627867,18283.9073232512,13059.9338023223,15018.9238726706,48398.4808517689,48398.4808517689,48398.4808517689,48398.4808517689,48398.4808517689,48398.4808517689,48398.4808517689,48398.4808517689,7835.9602813934,94249.34462
6065,804,OTHER O.R. PROCEDURES OF THE BLOOD AND BLOOD FORMING ORGANS WITHOUT CC/MCC,Multiple,Inpatient,70431.9546333333,70431.9546333333,43627.9968,49759.499394,84334.549348,57918.38652,51780.4866,12118.0277886409,15147.5347358011,12118.0277886409,12118.0277886409,12481.5686223001,12481.5686223001,12239.2080665273,12481.5686223001,12542.1587612433,20225.3922,35256.7191139246,15300.0856532126,15300.0856532126,15300.0856532126,29934.9501910681,33261.0557678534,13304.4223071414,33261.0557678534,15300.0856532126,7982.6533842848,13969.6434224984,15300.0856532126,15965.3067685696,18626.1912299979,13304.4223071414,15300.0856532126,32004.2801853867,32004.2801853867,32004.2801853867,32004.2801853867,32004.2801853867,32004.2801853867,32004.2801853867,32004.2801853867,7982.6533842848,84334.549348
6066,805,VAGINAL DELIVERY WITHOUT STERILIZATION OR D&C WITH MCC,Multiple,Inpatient,48124.7044725877,48124.7044725877,34769.6256,39656.167848,35875.4813832258,46158.44784,41266.8072,9747.0594692164,12183.8243365205,9747.0594692164,9747.0594692164,10039.4712532929,10039.4712532929,9844.5300639086,10039.4712532929,10088.206550639,16118.7624,22080.0299044398,9581.8997698512,9581.8997698512,9581.8997698512,18747.1952018829,20830.216890981,8332.0867563924,20830.216890981,9581.8997698512,4999.2520538354,8748.691094212,9581.8997698512,9998.5041076709,11664.9214589493,8332.0867563924,9581.8997698512,21867.8657123439,21867.8657123439,21867.8657123439,21867.8657123439,21867.8657123439,21867.8657123439,21867.8657123439,21867.8657123439,4999.2520538354,46158.44784
6067,806,VAGINAL DELIVERY WITHOUT STERILIZATION OR D&C WITH CC,Multiple,Inpatient,42317.6474516129,42317.6474516129,24127.1328,27517.973274,32130.6050658226,32029.99692,28635.6186,6898.565914498,8623.2073931225,6898.565914498,6898.565914498,7105.522891933,7105.522891933,6967.551573643,7105.522891933,7140.0157215055,11185.0362,19868.2026264761,8622.0501963953,8622.0501963953,8622.0501963953,16869.2286451212,18743.587383468,7497.4349533872,18743.587383468,8622.0501963953,4498.4609720323,7872.3067010566,8622.0501963953,8996.9219440646,10496.4089347421,7497.4349533872,8622.0501963953,19229.1390020129,19229.1390020129,19229.1390020129,19229.1390020129,19229.1390020129,19229.1390020129,19229.1390020129,19229.1390020129,4498.4609720323,32130.6050658226
6068,807,VAGINAL DELIVERY WITHOUT STERILIZATION OR D&C WITHOUT CC/MCC,Multiple,Inpatient,35193.0344200983,35193.0344200983,21831.2864,24899.467362,27395.5365195313,28982.14396,25910.7618,6284.076076833,7855.0950960412,6284.076076833,6284.076076833,6472.598359138,6472.598359138,6346.9168376013,6472.598359138,6504.0187395221,10120.7106,18784.2653624853,8151.6623271163,8151.6623271163,8151.6623271163,15948.9045530536,17721.0050589484,7088.4020235794,17721.0050589484,8151.6623271163,4253.0412141476,7442.8221247583,8151.6623271163,8506.0824282952,9923.7628330111,7088.4020235794,8151.6623271163,15991.7148404927,15991.7148404927,15991.7148404927,15991.7148404927,15991.7148404927,15991.7148404927,15991.7148404927,15991.7148404927,4253.0412141476,28982.14396
6069,808,MAJOR HEMATOLOGICAL AND IMMUNOLOGICAL DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATION DISORDERS WITH MCC,Multiple,Inpatient,161353.1629148148,161353.1629148148,74027.216,84431.04153,154824.46014,98274.8974,87860.217,20254.4655186877,25318.0818983596,20254.4655186877,20254.4655186877,20862.0994842483,20862.0994842483,20457.0101738746,20862.0994842483,20963.3718118418,34318.089,82554.1234386165,35825.3743224185,35825.3743224185,35825.3743224185,70093.123674297,77881.2485269967,31152.4994107987,77881.2485269967,35825.3743224185,18691.4996464792,32710.1243813386,35825.3743224185,37382.9992929584,43613.4991751181,31152.4994107987,35825.3743224185,73318.8772284918,73318.8772284918,73318.8772284918,73318.8772284918,73318.8772284918,73318.8772284918,73318.8772284918,73318.8772284918,18691.4996464792,154824.46014
6070,809,MAJOR HEMATOLOGICAL AND IMMUNOLOGICAL DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATION DISORDERS WITH CC,Multiple,Inpatient,103143.536685124,103143.536685124,42034.0432,47941.530681,80227.5129090909,55802.33198,49888.6809,11691.4015609849,14614.2519512311,11691.4015609849,11691.4015609849,12042.1436078144,12042.1436078144,11808.3155765947,12042.1436078144,12100.6006156194,19486.4553,41233.6073200784,17893.8295917321,17893.8295917321,17893.8295917321,35009.6665925194,38899.6295472437,15559.8518188975,38899.6295472437,17893.8295917321,9335.9110913385,16337.8444098424,17893.8295917321,18671.822182677,21783.7925464565,15559.8518188975,17893.8295917321,46868.4230697203,46868.4230697203,46868.4230697203,46868.4230697203,46868.4230697203,46868.4230697203,46868.4230697203,46868.4230697203,9335.9110913385,80227.5129090909
6071,810,MAJOR HEMATOLOGICAL AND IMMUNOLOGICAL DIAGNOSES EXCEPT SICKLE CELL CRISIS AND COAGULATION DISORDERS WITHOUT CC/MCC,Multiple,Inpatient,72771.0442882353,72771.0442882353,32459.9488,37021.887804,47498.3492666667,43092.23432,38525.5356,9128.8678855413,11411.0848569267,9128.8678855413,9128.8678855413,9402.7339221076,9402.7339221076,9220.1565643968,9402.7339221076,9448.3782615353,15048.0252,24707.0933867333,10721.9461866956,10721.9461866956,10721.9461866956,20977.7208000566,23308.5786667296,9323.4314666918,23308.5786667296,10721.9461866956,5594.0588800151,9789.6030400264,10721.9461866956,11188.1177600302,13052.8040533686,9323.4314666918,10721.9461866956,33067.1625245741,33067.1625245741,33067.1625245741,33067.1625245741,33067.1625245741,33067.1625245741,33067.1625245741,33067.1625245741,5594.0588800151,47498.3492666667
6072,811,RED BLOOD CELL DISORDERS WITH MCC,Multiple,Inpatient,150221.9095128931,150221.9095128931,48071.0128,54826.939299,53737.09901,63816.71642,57053.7411,13307.2136943632,16634.017117954,13307.2136943632,13307.2136943632,13706.4301051941,13706.4301051941,13440.2858313068,13706.4301051941,13772.9661736659,22285.1187,45788.4316258426,19870.4514602713,19870.4514602713,19870.4514602713,38876.9702483569,43196.6336092855,17278.6534437142,43196.6336092855,19870.4514602713,10367.1920662285,18142.5861158999,19870.4514602713,20734.384132457,24190.1148211999,17278.6534437142,19870.4514602713,68260.8356826586,68260.8356826586,68260.8356826586,68260.8356826586,68260.8356826586,68260.8356826586,68260.8356826586,68260.8356826586,10367.1920662285,68260.8356826586
6073,812,RED BLOOD CELL DISORDERS WITHOUT MCC,Multiple,Inpatient,64234.0067428382,64234.0067428382,31049.248,35412.92634,36837.2068145455,41219.4572,36851.226,8751.2897925182,10939.1122406478,8751.2897925182,8751.2897925182,9013.8284862938,9013.8284862938,8838.8026904434,9013.8284862938,9057.5849352564,14394.042,26353.6786526951,11436.5020568299,11436.5020568299,11436.5020568299,22375.7648937977,24861.9609931086,9944.7843972434,24861.9609931086,11436.5020568299,5966.8706383461,10442.0236171056,11436.5020568299,11933.7412766921,13922.6981561408,9944.7843972434,11436.5020568299,29187.9326639457,29187.9326639457,29187.9326639457,29187.9326639457,29187.9326639457,29187.9326639457,29187.9326639457,29187.9326639457,5966.8706383461,41219.4572
6074,813,COAGULATION DISORDERS,Multiple,Inpatient,109679.3681434427,109679.3681434427,54114.8976,61720.234983,71300.9269,71840.28114,64227.0087,14924.8767007464,18656.0958759331,14924.8767007464,14924.8767007464,15372.6230017688,15372.6230017688,15074.1254677539,15372.6230017688,15447.2473852726,25086.9879,43463.4555913101,18861.4995962289,18861.4995962289,18861.4995962289,36902.9339926218,41003.259991802,16401.3039967208,41003.259991802,18861.4995962289,9840.7823980325,17221.3691965568,18861.4995962289,19681.564796065,22961.8255954091,16401.3039967208,18861.4995962289,49838.3048843803,49838.3048843803,49838.3048843803,49838.3048843803,49838.3048843803,49838.3048843803,49838.3048843803,49838.3048843803,9840.7823980325,71840.28114
6075,814,RETICULOENDOTHELIAL AND IMMUNITY DISORDERS WITH MCC,Multiple,Inpatient,240767.5206555556,240767.5206555556,64971.7616,74102.928603,151496.0889493334,86253.32074,77112.6267,17830.7473186203,22288.4341482754,17830.7473186203,17830.7473186203,18365.6697381789,18365.6697381789,18009.0547918065,18365.6697381789,18454.823474772,30120.0939,57692.4016537183,25036.3252459532,25036.3252459532,25036.3252459532,48984.1146116476,54426.7940129418,21770.7176051767,54426.7940129418,25036.3252459532,13062.430563106,22859.2534854355,25036.3252459532,26124.861126212,30479.0046472474,21770.7176051767,25036.3252459532,109404.7613858845,109404.7613858845,109404.7613858845,109404.7613858845,109404.7613858845,109404.7613858845,109404.7613858845,109404.7613858845,13062.430563106,151496.0889493334
6076,815,RETICULOENDOTHELIAL AND IMMUNITY DISORDERS WITH CC,Multiple,Inpatient,92230.4739162162,92230.4739162162,35651.3136,40661.768763,34548.4594,47328.93354,42313.2507,9983.0457773559,12478.8072216948,9983.0457773559,9983.0457773559,10282.5371506765,10282.5371506765,10082.8762351294,10282.5371506765,10332.4523795633,16527.5019,30637.7945822758,13295.6467055159,13295.6467055159,13295.6467055159,26013.2218151398,28903.5797945998,11561.4319178399,28903.5797945998,13295.6467055159,6936.859150704,12139.5035137319,13295.6467055159,13873.7183014079,16186.0046849759,11561.4319178399,13295.6467055159,41909.5273475287,41909.5273475287,41909.5273475287,41909.5273475287,41909.5273475287,41909.5273475287,41909.5273475287,41909.5273475287,6936.859150704,47328.93354
6077,816,RETICULOENDOTHELIAL AND IMMUNITY DISORDERS WITHOUT CC/MCC,Multiple,Inpatient,48861.8273769231,48861.8273769231,25205.904,28748.35557,28713.545,33462.1206,29915.973,7187.3021032804,8984.1276291005,7187.3021032804,7187.3021032804,7402.9211663788,7402.9211663788,7259.1751243132,7402.9211663788,7438.8576768952,11685.141,20770.076895151,9013.4295960089,9013.4295960089,9013.4295960089,17634.9709487131,19594.4121652368,7837.7648660947,19594.4121652368,9013.4295960089,4702.6589196568,8229.6531093995,9013.4295960089,9405.3178393137,10972.8708125326,7837.7648660947,9013.4295960089,22202.8143600738,22202.8143600738,22202.8143600738,22202.8143600738,22202.8143600738,22202.8143600738,22202.8143600738,22202.8143600738,4702.6589196568,33462.1206
6078,817,OTHER ANTEPARTUM DIAGNOSES WITH O.R. PROCEDURES WITH MCC,Multiple,Inpatient,74292.8056921053,74292.8056921053,108215.9648,123424.695834,78254.392234421,143662.20172,128437.6026,29405.1816554829,36756.4770693536,29405.1816554829,29405.1816554829,30287.3371051474,30287.3371051474,29699.2334720377,30287.3371051474,30434.3630134248,50167.5642,27773.484,12052.644,12052.644,12052.644,23581.26,26201.4,10480.56,26201.4,12052.644,6288.336,11004.588,12052.644,12576.672,14672.784,10480.56,12052.644,33758.6509064926,33758.6509064926,33758.6509064926,33758.6509064926,33758.6509064926,33758.6509064926,33758.6509064926,33758.6509064926,6288.336,143662.20172
6079,818,OTHER ANTEPARTUM DIAGNOSES WITH O.R. PROCEDURES WITH CC,Multiple,Inpatient,66515.3616515151,66515.3616515151,54979.2976,62706.118233,50424.2258333333,72987.81614,65252.9337,15156.2358263733,18945.2947829667,15156.2358263733,15156.2358263733,15610.9229011645,15610.9229011645,15307.7981846371,15610.9229011645,15686.7040802964,25487.7129,27237.4045263895,11820.0057378672,11820.0057378672,11820.0057378672,23126.0981827836,25695.6646475373,10278.2658590149,25695.6646475373,11820.0057378672,6166.959515409,10792.1791519657,11820.0057378672,12333.9190308179,14389.5722026209,10278.2658590149,11820.0057378672,30224.5803344485,30224.5803344485,30224.5803344485,30224.5803344485,30224.5803344485,30224.5803344485,30224.5803344485,30224.5803344485,6166.959515409,72987.81614
6080,819,OTHER ANTEPARTUM DIAGNOSES WITH O.R. PROCEDURES WITHOUT CC/MCC,Multiple,Inpatient,72779.2200918919,72779.2200918919,30720.776,35038.290705,40512.4552,40783.3939,36461.3745,8663.37332478,10829.216655975,8663.37332478,8663.37332478,8923.2745245234,8923.2745245234,8750.0070580278,8923.2745245234,8966.5913911473,14241.7665,23090.4368251279,10020.3782448668,10020.3782448668,10020.3782448668,19605.0878703916,21783.4309671018,8713.3723868407,21783.4309671018,10020.3782448668,5228.0234321044,9149.0410061828,10020.3782448668,10456.0468642089,12198.721341577,8713.3723868407,10020.3782448668,33070.8776097557,33070.8776097557,33070.8776097557,33070.8776097557,33070.8776097557,33070.8776097557,33070.8776097557,33070.8776097557,5228.0234321044,40783.3939
6081,820,LYMPHOMA AND LEUKEMIA WITH MAJOR O.R. PROCEDURES WITH MCC,Multiple,Inpatient,515290.1954576924,515290.1954576924,183861.3376,209701.310808,416795.1678283077,244085.28464,218218.3512,49651.8814573441,62064.8518216802,49651.8814573441,49651.8814573441,51141.4379010645,51141.4379010645,50148.4002719176,51141.4379010645,51389.6973083512,85235.8104,146317.0214459389,63496.0659105018,63496.0659105018,63496.0659105018,124231.4333031557,138034.9258923952,55213.9703569581,138034.9258923952,63496.0659105018,33128.3822141749,57974.668874806,63496.0659105018,66256.7644283497,77299.5584997413,55213.9703569581,63496.0659105018,234147.8648159755,234147.8648159755,234147.8648159755,234147.8648159755,234147.8648159755,234147.8648159755,234147.8648159755,234147.8648159755,33128.3822141749,416795.1678283077
6082,821,LYMPHOMA AND LEUKEMIA WITH MAJOR O.R. PROCEDURES WITH CC,Multiple,Inpatient,222774.1186727273,222774.1186727273,74767.1424,85274.957592,177307.3213647273,99257.18736,88738.4088,20452.5089302243,25565.6361627804,20452.5089302243,20452.5089302243,21066.0841981311,21066.0841981311,20657.0340195266,21066.0841981311,21168.3467427822,34661.1096,66314.7861295666,28778.1147354723,28778.1147354723,28778.1147354723,56305.0070911414,62561.1189901572,25024.4475960629,62561.1189901572,28778.1147354723,15014.6685576377,26275.669975866,28778.1147354723,30029.3371152754,35034.226634488,25024.4475960629,28778.1147354723,101228.5595248873,101228.5595248873,101228.5595248873,101228.5595248873,101228.5595248873,101228.5595248873,101228.5595248873,101228.5595248873,15014.6685576377,177307.3213647273
6083,822,LYMPHOMA AND LEUKEMIA WITH MAJOR O.R. PROCEDURES WITHOUT CC/MCC,Multiple,Inpatient,78349.50345,78349.50345,41664.08,47519.57265,80675.997766,55311.187,49449.585,11592.3798552166,14490.4748190207,11592.3798552166,11592.3798552166,11940.1512508731,11940.1512508731,11708.3036537687,11940.1512508731,11998.1131501492,19314.945,34034.5597897572,14769.7146257437,14769.7146257437,14769.7146257437,28897.2677460202,32108.0752733558,12843.2301093423,32108.0752733558,14769.7146257437,7705.9380656054,13485.3916148094,14769.7146257437,15411.8761312108,17980.5221530793,12843.2301093423,14769.7146257437,35602.01436768,35602.01436768,35602.01436768,35602.01436768,35602.01436768,35602.01436768,35602.01436768,35602.01436768,7705.9380656054,80675.997766
6084,823,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH OTHER PROCEDURES WITH MCC,Multiple,Inpatient,545220.4653607144,545220.4653607144,149589.6064,170613.011712,312896.8402,198587.81696,177542.4768,40478.9548444888,50598.693555611,40478.9548444888,40478.9548444888,41693.3234898235,41693.3234898235,40883.7443929337,41693.3234898235,41895.7182640459,69347.8656,113752.0185,49364.0835,49364.0835,49364.0835,96581.9025,107313.225,42925.29,107313.225,49364.0835,25755.174,45071.5545,49364.0835,51510.348,60095.406,42925.29,49364.0835,247748.1794599086,247748.1794599086,247748.1794599086,247748.1794599086,247748.1794599086,247748.1794599086,247748.1794599086,247748.1794599086,25755.174,312896.8402
6085,824,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH OTHER PROCEDURES WITH CC,Multiple,Inpatient,215192.4209291667,215192.4209291667,79189.4128,90318.736299,177505.2914891667,105127.97642,93987.0411,21636.1422169316,27045.1777711644,21636.1422169316,21636.1422169316,22285.2264834395,22285.2264834395,21852.5036391009,22285.2264834395,22393.4071945242,36711.2187,66380.9191409694,28806.8139668358,28806.8139668358,28806.8139668358,56361.1577612004,62623.508623556,25049.4034494224,62623.508623556,28806.8139668358,15029.6420696534,26301.8736218935,28806.8139668358,30059.2841393069,35069.1648291914,25049.4034494224,28806.8139668358,97783.4360702133,97783.4360702133,97783.4360702133,97783.4360702133,97783.4360702133,97783.4360702133,97783.4360702133,97783.4360702133,15029.6420696534,177505.2914891667
6086,825,LYMPHOMA AND NON-ACUTE LEUKEMIA WITH OTHER PROCEDURES WITHOUT CC/MCC,Multiple,Inpatient,93961.3854111111,93961.3854111111,45522.7616,51920.555478,78230.2413511111,60433.78324,54029.3142,12625.1669920151,15781.4587400188,12625.1669920151,12625.1669920151,13003.9220017755,13003.9220017755,12751.4186619352,13003.9220017755,13067.0478367356,21103.7814,33217.5413768406,14415.1594654214,14415.1594654214,14415.1594654214,28203.5728671288,31337.3031856987,12534.9212742795,31337.3031856987,14415.1594654214,7520.9527645677,13161.6673379935,14415.1594654214,15041.9055291354,17548.8897839913,12534.9212742795,14415.1594654214,42696.0535308089,42696.0535308089,42696.0535308089,42696.0535308089,42696.0535308089,42696.0535308089,42696.0535308089,42696.0535308089,7520.9527645677,78230.2413511111
